FREQ_A,FREQ_R,FREQ_N,FREQ_D,FREQ_C,FREQ_Q,FREQ_E,FREQ_G,FREQ_H,FREQ_I,FREQ_L,FREQ_K,FREQ_M,FREQ_F,FREQ_P,FREQ_S,FREQ_T,FREQ_W,FREQ_Y,FREQ_V
0.054967566,0.055308979,0.036531239,0.056674633,0.018777740,0.024581769,0.051894845,0.077842267,0.022533288,0.040628201,0.071355411,0.074086719,0.017753499,0.057357460,0.036189826,0.112666439,0.047797883,0.029020143,0.026630249,0.087401844
0.0986,0.0647,0.0341,0.0700,0.0106,0.0415,0.0647,0.0246,0.0165,0.0418,0.0943,0.0417,0.0113,0.0392,0.0969,0.1180,0.0622,0.0118,0.0141,0.0434
0.070859654,0.059324361,0.048338369,0.045042571,0.009612744,0.036803076,0.066739907,0.052183466,0.016204339,0.047789069,0.096676737,0.084866795,0.016478989,0.021971986,0.052732766,0.133754463,0.045317221,0.012359242,0.015380390,0.067563856
0.183749336,0.104089219,0.009559214,0.058417419,0.009028147,0.022835900,0.050982475,0.074880510,0.009559214,0.032395114,0.133297929,0.022835900,0.011683484,0.031332979,0.065321296,0.053106745,0.037705789,0.022304833,0.004779607,0.062134891
0.054824406,0.056453555,0.036507105,0.070577569,0.020838941,0.055107736,0.118573715,0.057232713,0.014719007,0.031931321,0.120089532,0.054923572,0.016362323,0.028956353,0.045262010,0.066894275,0.043958690,0.029253850,0.021802264,0.055731063
0.0722,0.0403,0.0494,0.0320,0.0209,0.1071,0.0435,0.0708,0.0267,0.0305,0.0710,0.0481,0.0388,0.0203,0.1126,0.0875,0.0550,0.0054,0.0180,0.0498
0.0533,0.0508,0.0464,0.0385,0.0199,0.0557,0.0727,0.0533,0.0396,0.0377,0.0612,0.0597,0.0123,0.0239,0.1100,0.1123,0.0752,0.0050,0.0252,0.0471
0.101050290,0.052267392,0.018583961,0.058964537,0.007191400,0.042678858,0.044828864,0.098331892,0.051624861,0.012257506,0.066007661,0.042431731,0.016532806,0.018658100,0.104139380,0.116446312,0.051204745,0.011071296,0.045693809,0.040034598
0.0668,0.0654,0.0297,0.0497,0.0229,0.0346,0.0577,0.0696,0.0263,0.0490,0.1164,0.0322,0.0264,0.0459,0.0711,0.1013,0.0397,0.0128,0.0212,0.0613
0.0928,0.0923,0.0133,0.0378,0.0154,0.0459,0.0790,0.0766,0.0197,0.0203,0.0948,0.0311,0.0102,0.0220,0.1051,0.0958,0.0531,0.0110,0.0178,0.0659
0.097814582,0.075431169,0.016219413,0.018305211,0.028734201,0.042525372,0.023441878,0.077267916,0.015409999,0.034431231,0.165307266,0.001369778,0.031380362,0.053172281,0.058900442,0.077672623,0.055289210,0.026959716,0.017309009,0.083058340
0.0534,0.0473,0.0438,0.0513,0.0060,0.0458,0.0730,0.0512,0.0279,0.0221,0.0552,0.1044,0.0188,0.0190,0.0830,0.1881,0.0510,0.0061,0.0225,0.0303
0.0855,0.0426,0.0256,0.0406,0.0140,0.0638,0.0750,0.0540,0.0209,0.0387,0.1069,0.0593,0.0297,0.0213,0.0975,0.0997,0.0485,0.0089,0.0189,0.0486
0.072755221,0.057901528,0.028480861,0.048758343,0.017529747,0.048949489,0.059597955,0.085816913,0.019042992,0.031196738,0.097763583,0.053098966,0.010329887,0.021854442,0.106357221,0.127980694,0.045023017,0.008426385,0.011118368,0.048017649
0.0719,0.0557,0.0211,0.0694,0.0309,0.0297,0.1151,0.0885,0.0255,0.0246,0.0830,0.0177,0.0125,0.0414,0.0998,0.1155,0.0362,0.0061,0.0131,0.0423
0.0487,0.0529,0.0539,0.0509,0.0194,0.0515,0.0683,0.0412,0.0245,0.0505,0.0916,0.0770,0.0203,0.0353,0.0613,0.1115,0.0561,0.0062,0.0263,0.0526
0.0667,0.0666,0.0242,0.0426,0.0151,0.0501,0.0521,0.0578,0.0169,0.0307,0.1109,0.0345,0.0188,0.0401,0.1447,0.0932,0.0625,0.0120,0.0164,0.0441
0.0533,0.0485,0.0221,0.0482,0.0153,0.0574,0.0714,0.0651,0.0364,0.0345,0.0762,0.0617,0.0251,0.0288,0.0984,0.1379,0.0496,0.0049,0.0236,0.0414
0.076892103,0.025322496,0.029184997,0.021802998,0.010081277,0.090507792,0.038639922,0.056118112,0.023890836,0.020833644,0.099947804,0.040086496,0.038267094,0.023175006,0.138975468,0.144866155,0.058071732,0.007188129,0.014435911,0.041712027
0.0888,0.1035,0.0216,0.0271,0.0274,0.0420,0.0329,0.0748,0.0230,0.0190,0.0717,0.0724,0.0075,0.0166,0.1091,0.1377,0.0431,0.0092,0.0220,0.0507
0.0672,0.0480,0.0561,0.0479,0.0079,0.0948,0.0534,0.0556,0.0341,0.0233,0.0936,0.0199,0.0443,0.0275,0.1061,0.0903,0.0730,0.0098,0.0101,0.0371
0.0950,0.0669,0.0337,0.0273,0.0302,0.0320,0.0458,0.1006,0.0312,0.0339,0.1261,0.0220,0.0152,0.0255,0.0742,0.0920,0.0491,0.0177,0.0230,0.0586
0.0784,0.0440,0.0306,0.0417,0.0484,0.0654,0.0477,0.0542,0.0494,0.0442,0.0619,0.0710,0.0135,0.0363,0.0681,0.0942,0.0794,0.0014,0.0161,0.0540
0.0579,0.0591,0.0454,0.0373,0.0160,0.0738,0.0551,0.0719,0.0368,0.0396,0.1120,0.0406,0.0264,0.0205,0.0627,0.1149,0.0605,0.0136,0.0174,0.0385
0.088080382,0.078032574,0.037490209,0.048402344,0.007103692,0.036544850,0.028387759,0.081922048,0.025281582,0.011992545,0.058612214,0.019690463,0.030332496,0.046214515,0.099694784,0.124976366,0.079383086,0.004807822,0.028360749,0.064689517
0.0911,0.0581,0.0192,0.0389,0.0210,0.0563,0.0867,0.0795,0.0265,0.0234,0.1013,0.0515,0.0117,0.0245,0.0872,0.1019,0.0466,0.0018,0.0132,0.0597
0.0907,0.0494,0.0349,0.0395,0.0167,0.0568,0.0467,0.0822,0.0441,0.0220,0.0872,0.0326,0.0265,0.0175,0.1071,0.1218,0.0514,0.0027,0.0252,0.0451
0.0343,0.1236,0.0294,0.0606,0.0023,0.0338,0.0916,0.0629,0.0340,0.0229,0.0329,0.0996,0.0078,0.0313,0.0553,0.1636,0.0455,0.0065,0.0347,0.0271
0.0625,0.0512,0.0311,0.0390,0.0166,0.0539,0.0916,0.0642,0.0209,0.0339,0.0889,0.0562,0.0156,0.0257,0.1016,0.1218,0.0558,0.0090,0.0099,0.0505
0.1024,0.0958,0.0185,0.0425,0.0159,0.0457,0.0700,0.0801,0.0269,0.0193,0.1386,0.0172,0.0142,0.0441,0.0711,0.0597,0.0387,0.0119,0.0301,0.0573
0.083047945,0.104594749,0.042332572,0.031297565,0.025209285,0.060787671,0.066019787,0.058789954,0.027730213,0.011130137,0.106069254,0.072869102,0.015220700,0.048087900,0.087947108,0.062262177,0.039098174,0.006516362,0.009227549,0.041761796
0.074000204,0.080909738,0.014266816,0.045955022,0.023811947,0.060048845,0.080970795,0.068840948,0.019446423,0.028981378,0.129754757,0.047013331,0.015681286,0.035758624,0.056985855,0.086883077,0.048030935,0.010003053,0.017604559,0.055052407
0.0627,0.0687,0.0363,0.0607,0.0126,0.0628,0.0730,0.0559,0.0182,0.0291,0.1126,0.0569,0.0156,0.0233,0.0710,0.1224,0.0431,0.0128,0.0166,0.0458
0.0479,0.0477,0.0464,0.0446,0.0103,0.0990,0.0427,0.0632,0.0281,0.0464,0.0665,0.0514,0.0202,0.0270,0.1092,0.1207,0.0465,0.0028,0.0282,0.0512
0.082109417,0.062051977,0.019858967,0.040325029,0.012013449,0.064468676,0.062682420,0.071228431,0.040103206,0.035129708,0.126287155,0.033203353,0.018574731,0.046349266,0.057954094,0.074567446,0.032666309,0.018294534,0.032993205,0.069138628
0.0587,0.0435,0.0357,0.0438,0.0099,0.0825,0.0531,0.0851,0.0197,0.0319,0.0659,0.0410,0.0470,0.0209,0.1203,0.1222,0.0396,0.0076,0.0322,0.0394
0.052133836,0.031949235,0.063254084,0.063327728,0.020914904,0.047899304,0.072428903,0.062505370,0.015925521,0.041087231,0.077995164,0.092816025,0.024001817,0.036410835,0.056055380,0.123255557,0.048384127,0.007775582,0.019638408,0.042240988
0.0644,0.0734,0.0269,0.0379,0.0144,0.0611,0.0937,0.0618,0.0285,0.0248,0.0945,0.0354,0.0141,0.0288,0.0992,0.1154,0.0510,0.0122,0.0124,0.0500
0.0470,0.1184,0.0320,0.0548,0.0011,0.0379,0.0866,0.0785,0.0284,0.0122,0.0297,0.1045,0.0112,0.0355,0.0528,0.1652,0.0413,0.0083,0.0295,0.0253
0.0601,0.0521,0.0369,0.0548,0.0259,0.0690,0.0635,0.0611,0.0248,0.0331,0.0725,0.0551,0.0221,0.0284,0.1061,0.0992,0.0542,0.0076,0.0171,0.0562
0.060052901,0.063811645,0.037047994,0.049124700,0.012198517,0.069153935,0.067344169,0.046462256,0.034733582,0.040145477,0.086642536,0.037622246,0.020359865,0.029130268,0.129972505,0.081021822,0.035012007,0.012024501,0.032732398,0.055406675
0.072566917,0.069310472,0.023177501,0.070790675,0.018280498,0.050980634,0.101948933,0.078931787,0.033551252,0.028777600,0.085321327,0.049969162,0.018255828,0.024707043,0.074774886,0.082965339,0.044554089,0.006007154,0.014851363,0.050277538
0.073981440,0.092237208,0.037960777,0.055515299,0.019775134,0.056123045,0.109254108,0.086276618,0.024987728,0.019938758,0.086767490,0.043547369,0.011336808,0.034431173,0.077230546,0.055375050,0.031065192,0.016432528,0.022696992,0.045066735
0.0780,0.0675,0.0312,0.0635,0.0116,0.0432,0.0831,0.0754,0.0230,0.0329,0.0878,0.0410,0.0169,0.0276,0.0815,0.0855,0.0461,0.0060,0.0297,0.0684
0.0591,0.0282,0.0474,0.0415,0.0086,0.0863,0.0586,0.0438,0.0269,0.0390,0.0820,0.0689,0.0137,0.0282,0.0657,0.1464,0.0749,0.0022,0.0224,0.0561
0.084923356,0.067244857,0.023174667,0.038987495,0.014602662,0.052470754,0.061597418,0.080849133,0.037918516,0.020865268,0.126875756,0.032866075,0.016276724,0.023880597,0.104296087,0.092718838,0.040701896,0.010246067,0.010689794,0.058814038
0.1078,0.0726,0.0233,0.0528,0.0083,0.0407,0.1009,0.0537,0.0196,0.0211,0.0657,0.0824,0.0121,0.0224,0.0812,0.1063,0.0462,0.0032,0.0339,0.0457
0.1319,0.0221,0.0240,0.0322,0.0036,0.0730,0.0352,0.0854,0.0246,0.0237,0.1106,0.0300,0.0119,0.0189,0.1595,0.0888,0.0599,0.0013,0.0101,0.0531
0.114184363,0.015195820,0.025454197,0.054647428,0.034897656,0.128517329,0.026269115,0.067206749,0.014860266,0.034370356,0.106514549,0.055318537,0.015052011,0.015195820,0.096639663,0.080149561,0.053209338,0E-9,0.020660563,0.041656680
0.0805,0.0390,0.0391,0.0307,0.0181,0.0716,0.0377,0.0476,0.0426,0.0456,0.0706,0.0400,0.0220,0.0238,0.0771,0.1145,0.0902,0.0077,0.0338,0.0680
0.074942119,0.045470072,0.042528561,0.051163320,0.014233120,0.042471629,0.048810111,0.080844119,0.028921699,0.041788439,0.087998634,0.033172657,0.018749763,0.034994497,0.067218279,0.107241811,0.066952594,0.010627396,0.052415835,0.049455346
0.097017785,0.034563683,0.034835084,0.063012868,0.008828507,0.049810019,0.094383601,0.079616207,0.011430761,0.018263674,0.050847728,0.100769501,0.014575817,0.024457997,0.087710336,0.100386347,0.064992497,0.003081197,0.003113126,0.058303266
0.054808182,0.028370815,0.059550219,0.036186018,0.036145314,0.041925308,0.044611784,0.045140938,0.039869747,0.084685051,0.112791289,0.041416506,0.024646382,0.059713036,0.032746515,0.061463315,0.055581561,0.024280045,0.051735016,0.064332960
0.1580,0.0167,0.0285,0.0531,0.0044,0.0319,0.0368,0.0674,0.0089,0.0241,0.0773,0.0423,0.0280,0.0456,0.1149,0.1059,0.0856,0.0056,0.0098,0.0553
0.0784,0.0696,0.0295,0.0519,0.0100,0.0479,0.0617,0.0727,0.0233,0.0350,0.0900,0.0773,0.0138,0.0210,0.0854,0.1137,0.0477,0.0065,0.0264,0.0382
0.070539419,0.035863640,0.043674233,0.051663819,0.014335693,0.074981694,0.037621024,0.076999430,0.040631356,0.035538199,0.060613457,0.037132861,0.022130014,0.023366691,0.141306647,0.117988772,0.042193475,0.016158165,0.035196485,0.022064926
0.076498773,0.037466402,0.021643099,0.037840365,0.005375716,0.187542363,0.047960734,0.063293210,0.009372444,0.064602080,0.056655370,0.027603132,0.026083908,0.030851934,0.068107982,0.060558607,0.091410541,0.006567722,0.010213860,0.070351759
0.1254,0.0818,0.0081,0.0417,0.0236,0.0332,0.0544,0.1047,0.0203,0.0166,0.0851,0.0317,0.0124,0.0169,0.1119,0.1063,0.0474,0.0085,0.0105,0.0595
0.0579,0.0403,0.0275,0.0606,0.0182,0.0556,0.1093,0.0677,0.0209,0.0352,0.0760,0.0515,0.0159,0.0195,0.0775,0.1225,0.0636,0.0046,0.0139,0.0616
0.0591,0.0420,0.0474,0.0503,0.0159,0.0378,0.0557,0.0576,0.0215,0.0752,0.0738,0.0579,0.0150,0.0449,0.0449,0.0796,0.0555,0.0264,0.0784,0.0611
0.0870,0.0555,0.0296,0.0335,0.0129,0.0801,0.0781,0.0659,0.0416,0.0228,0.1159,0.0455,0.0178,0.0237,0.0792,0.0801,0.0454,0.0047,0.0170,0.0637
0.0796,0.0533,0.0322,0.0401,0.0088,0.0476,0.0508,0.0840,0.0342,0.0281,0.0771,0.0374,0.0178,0.0302,0.1111,0.1274,0.0527,0.0047,0.0274,0.0555
0.0853,0.1093,0.0169,0.0538,0.0189,0.0348,0.0784,0.0688,0.0218,0.0252,0.0642,0.0474,0.0097,0.0182,0.1048,0.1260,0.0458,0.0050,0.0106,0.0550
0.1064,0.0435,0.0198,0.0192,0.0017,0.0729,0.0634,0.0430,0.0470,0.0340,0.1073,0.0445,0.0130,0.0050,0.1768,0.0564,0.0726,0.0033,0.0051,0.0650
0.079864842,0.048909235,0.022858567,0.045748275,0.036078541,0.046900547,0.044222295,0.084489497,0.042369318,0.018763333,0.099219881,0.053315894,0.010713007,0.039924635,0.081437536,0.116239236,0.054919730,0.004001806,0.012098846,0.057924978
0.0692,0.0831,0.0310,0.0421,0.0104,0.0535,0.0512,0.0594,0.0308,0.0285,0.1181,0.0552,0.0127,0.0542,0.0601,0.0692,0.0757,0.0198,0.0296,0.0460
0.080089939,0.048211913,0.027836364,0.050218807,0.014392032,0.050609037,0.095587620,0.058729525,0.014122588,0.036282043,0.102862611,0.057614583,0.024603034,0.026303320,0.091610997,0.063114960,0.042172649,0.017458120,0.031264808,0.066915051
0.1095,0.0542,0.0106,0.0331,0.0089,0.0375,0.0576,0.1010,0.0134,0.0170,0.0658,0.0407,0.0096,0.0251,0.1643,0.1121,0.0652,0.0059,0.0106,0.0579
0.090939501,0.052343178,0.026410526,0.047835229,0.003313263,0.033419351,0.055799802,0.131415464,0.035362707,0.011134474,0.094858071,0.035028195,0.019178693,0.023543279,0.091895250,0.137277390,0.039822868,0.004699098,0.022651247,0.043072414
0.0604,0.0464,0.0289,0.0434,0.0104,0.0716,0.0340,0.1410,0.0151,0.0239,0.0201,0.0461,0.0188,0.0596,0.1660,0.0651,0.0426,0.0150,0.0345,0.0570
0.108856033,0.049001154,0.043612241,0.040864655,0.006102374,0.056773332,0.054420426,0.068917360,0.014026353,0.020993989,0.085463598,0.046268747,0.021889611,0.025426559,0.093159876,0.118996296,0.068583399,0.015726516,0.012948570,0.047968911
0.1186,0.0597,0.0175,0.0437,0.0163,0.0481,0.0371,0.0785,0.0246,0.0186,0.1426,0.0299,0.0155,0.0256,0.0890,0.1002,0.0550,0.0133,0.0130,0.0531
0.051971645,0.039922702,0.028007338,0.045150144,0.024195847,0.058160866,0.053547893,0.069657678,0.045746803,0.046583906,0.081252449,0.032940904,0.011389948,0.024730168,0.110168133,0.142815160,0.054919317,0.006696826,0.023447797,0.048694475
0.087435001,0.078645347,0.019907488,0.048491810,0.014758823,0.089968308,0.100388714,0.048399504,0.028143301,0.022184388,0.143813910,0.057312233,0.022040800,0.026994595,0.029045856,0.076450498,0.045702095,0.007405052,0.011446036,0.041466241
0.108862089,0.059351604,0.035671940,0.043531285,0.017429452,0.033774857,0.064941224,0.053558725,0.024848403,0.055947017,0.121142315,0.055963955,0.010264575,0.038619194,0.087435211,0.053186084,0.051102680,0.007808530,0.026237339,0.050323520
0.110235919,0.078652545,0.031201009,0.047222116,0.022655145,0.050242802,0.086968990,0.062574083,0.022597790,0.025886132,0.105532826,0.029614193,0.024108133,0.047814782,0.047298589,0.058998968,0.047795664,0.013229840,0.030340687,0.057029786
0.079015768,0.051425711,0.040027725,0.041741273,0.008028649,0.050193496,0.055930996,0.098192110,0.024894588,0.021217197,0.061475962,0.032191609,0.027609311,0.044610023,0.123125205,0.081229904,0.042453648,0.015961031,0.047459520,0.053216273
0.0754,0.0359,0.0388,0.0471,0.0317,0.0453,0.0559,0.0454,0.0398,0.0454,0.0694,0.0922,0.0180,0.0242,0.0674,0.1197,0.0612,0.0016,0.0150,0.0705
0.0730,0.0563,0.0217,0.0571,0.0224,0.0497,0.0678,0.0706,0.0231,0.0391,0.1169,0.0487,0.0200,0.0285,0.0738,0.0833,0.0472,0.0120,0.0172,0.0715
0.0972,0.0634,0.0242,0.0409,0.0129,0.0411,0.0563,0.0546,0.0136,0.0251,0.0993,0.0634,0.0119,0.0238,0.1189,0.1393,0.0542,0.0050,0.0049,0.0500
0.0738,0.0660,0.0460,0.0616,0.0288,0.0383,0.0572,0.0762,0.0263,0.0353,0.0936,0.0247,0.0131,0.0384,0.0601,0.0798,0.0606,0.0087,0.0268,0.0847
0.0569,0.0390,0.0478,0.0421,0.0080,0.0340,0.0551,0.0589,0.0302,0.0556,0.0883,0.0641,0.0123,0.0478,0.0824,0.1290,0.0658,0.0100,0.0193,0.0537
0.0676,0.0491,0.0305,0.0568,0.0264,0.0436,0.0679,0.0604,0.0355,0.0341,0.0991,0.0415,0.0167,0.0310,0.0745,0.1024,0.0573,0.0131,0.0228,0.0697
0.1034,0.0730,0.0284,0.0506,0.0155,0.0435,0.1213,0.0473,0.0166,0.0343,0.0866,0.0737,0.0237,0.0262,0.0470,0.0585,0.0353,0.0167,0.0366,0.0619
0.0672,0.0282,0.0482,0.0384,0.0102,0.0792,0.0239,0.0818,0.0154,0.0321,0.0786,0.0541,0.0375,0.0267,0.0928,0.1170,0.0708,0.0047,0.0412,0.0519
0.095749831,0.052449414,0.021408171,0.043197551,0.009729887,0.067274179,0.063928018,0.056848436,0.030085197,0.023029819,0.113975215,0.045133846,0.023356569,0.025498596,0.123293639,0.070384355,0.038913496,0.005578952,0.025982670,0.064182157
0.080641833,0.082009081,0.019941183,0.052497162,0.017284078,0.050820349,0.064905582,0.052445568,0.030234238,0.030492209,0.102646786,0.048937158,0.029873078,0.034464967,0.070348777,0.059384996,0.042978021,0.024171912,0.040243525,0.065679496
0.1091,0.0767,0.0174,0.0368,0.0133,0.0406,0.0788,0.0637,0.0182,0.0215,0.1024,0.0477,0.0158,0.0242,0.1199,0.0987,0.0424,0.0089,0.0177,0.0462
0.0715,0.0664,0.0365,0.0523,0.0034,0.0728,0.1379,0.0314,0.0242,0.0335,0.1214,0.1006,0.0335,0.0091,0.0202,0.0862,0.0501,0.0028,0.0097,0.0365
0.081891634,0.040524584,0.019423143,0.062355719,0.004689946,0.039781622,0.113759387,0.061698994,0.019336907,0.039436676,0.064949452,0.085632977,0.014056571,0.021738265,0.081215008,0.103066044,0.070481864,0.002673336,0.014235678,0.059052193
0.094965130,0.036646115,0.025282643,0.061582223,0.004129546,0.051446063,0.117966415,0.053799616,0.018034278,0.026957564,0.082042248,0.061668857,0.012518590,0.036819383,0.086056283,0.071025312,0.064383384,0.010526012,0.016503747,0.067646592
0.069107131,0.032918109,0.051653174,0.030746586,0.016954234,0.082763195,0.042194783,0.082118098,0.036125421,0.028820381,0.080900591,0.049199989,0.011448197,0.020752128,0.071442200,0.151098027,0.066163309,0.003125539,0.016390910,0.056077993
0.0806,0.0284,0.0727,0.0416,0.0069,0.0592,0.0350,0.1224,0.0196,0.0246,0.0674,0.0380,0.0197,0.0099,0.0936,0.1392,0.0620,0.0333,0.0067,0.0391
0.067358804,0.050880399,0.039983389,0.041345515,0.018504983,0.064750831,0.053654485,0.078205980,0.038205980,0.039916944,0.072774086,0.036428571,0.030049834,0.029734219,0.091843854,0.095681063,0.058156146,0.006112957,0.030332226,0.056079734
0.0885,0.0785,0.0200,0.0563,0.0197,0.0340,0.0714,0.0788,0.0203,0.0223,0.0823,0.0681,0.0087,0.0203,0.0914,0.1014,0.0513,0.0044,0.0278,0.0544
0.061381171,0.036347282,0.065853319,0.052436877,0.017039768,0.056364258,0.043935996,0.049434330,0.028137788,0.037601510,0.079269760,0.049408992,0.012681641,0.043669948,0.108674445,0.129160174,0.056022196,0.012491607,0.022196040,0.037892897
0.0764,0.0585,0.0200,0.0367,0.0121,0.0441,0.0644,0.0737,0.0199,0.0347,0.0865,0.0377,0.0161,0.0317,0.1217,0.0909,0.0667,0.0167,0.0303,0.0612
0.096654364,0.047694127,0.022061371,0.043250797,0.024784702,0.054454677,0.052412179,0.078128546,0.016136931,0.032847195,0.115048793,0.046917739,0.021022205,0.033241361,0.099210473,0.097275474,0.034077472,0.007059161,0.024354702,0.053367733
0.0454,0.0547,0.0403,0.0500,0.0246,0.0668,0.1009,0.0540,0.0224,0.0350,0.0737,0.0700,0.0294,0.0195,0.0820,0.1071,0.0459,0.0071,0.0256,0.0455
0.076066118,0.057657640,0.037398777,0.052373549,0.020506853,0.040517727,0.079547514,0.057791173,0.028137310,0.031561478,0.105548296,0.061158113,0.021212670,0.030025848,0.077039001,0.108848469,0.044228036,0.011264462,0.018589701,0.040527265
0.0553,0.0446,0.0639,0.0455,0.0160,0.0924,0.0484,0.0643,0.0149,0.0364,0.0890,0.0384,0.0362,0.0236,0.0874,0.1187,0.0599,0.0028,0.0153,0.0472
0.0776,0.0497,0.0289,0.0415,0.0186,0.0462,0.0603,0.0656,0.0176,0.0215,0.0895,0.0548,0.0149,0.0209,0.1230,0.1151,0.0672,0.0084,0.0137,0.0648
0.0740,0.0454,0.0282,0.0574,0.0151,0.0469,0.0471,0.0844,0.0337,0.0327,0.0862,0.0461,0.0172,0.0361,0.0964,0.1129,0.0515,0.0065,0.0212,0.0610
0.0648,0.0565,0.0157,0.0511,0.0023,0.0540,0.1233,0.0696,0.0172,0.0319,0.0716,0.0939,0.0332,0.0258,0.1211,0.0545,0.0424,0.0068,0.0169,0.0475
0.100541055,0.071288424,0.041708782,0.063841489,0.016068137,0.043076283,0.084056722,0.072165408,0.014239848,0.046286937,0.062548308,0.042437125,0.019947678,0.044384327,0.093168440,0.061597003,0.033771330,0.009349545,0.023797491,0.055725667
0.0804,0.0400,0.0367,0.0531,0.0055,0.0560,0.0768,0.0605,0.0255,0.0369,0.0696,0.0708,0.0165,0.0243,0.1011,0.1088,0.0560,0.0096,0.0295,0.0423
0.0735,0.0533,0.0479,0.0355,0.0096,0.0719,0.0778,0.0717,0.0173,0.0337,0.0897,0.0569,0.0157,0.0206,0.1066,0.0872,0.0485,0.0080,0.0219,0.0528
0.0944,0.0823,0.0147,0.0340,0.0135,0.0704,0.0948,0.1149,0.0120,0.0124,0.1017,0.0478,0.0151,0.0135,0.0632,0.1174,0.0350,0.0073,0.0150,0.0405
0.0725,0.0761,0.0261,0.0396,0.0220,0.0329,0.0489,0.0776,0.0271,0.0380,0.1280,0.0262,0.0211,0.0403,0.0841,0.0964,0.0508,0.0101,0.0263,0.0558
0.149043890,0.080422510,0.015916955,0.040223396,0.015977660,0.074424816,0.129059673,0.068839920,0.022266740,0.018029503,0.114927457,0.038426516,0.016608997,0.007988830,0.040271960,0.059819098,0.047083106,0.005439204,0.008486614,0.046743155
0.0491,0.0349,0.0846,0.0395,0.0075,0.0686,0.0478,0.1022,0.0159,0.0275,0.0579,0.0479,0.0207,0.0157,0.0794,0.1564,0.0608,0.0321,0.0095,0.0422
0.0835,0.0644,0.0160,0.0412,0.0163,0.0571,0.0746,0.0810,0.0248,0.0298,0.1132,0.0236,0.0116,0.0222,0.1300,0.0981,0.0466,0.0071,0.0124,0.0465
0.0659,0.0313,0.0429,0.0515,0.0231,0.0712,0.0693,0.0517,0.0289,0.0311,0.0874,0.0709,0.0216,0.0318,0.0877,0.1046,0.0578,0.0039,0.0243,0.0430
0.0879,0.0167,0.0436,0.0591,0.0132,0.0783,0.0709,0.0460,0.0212,0.0326,0.0964,0.0581,0.0348,0.0215,0.0775,0.0908,0.0564,0.0075,0.0303,0.0570
0.0874,0.0396,0.0602,0.0450,0.0070,0.0567,0.1111,0.0426,0.0159,0.0515,0.1033,0.1231,0.0246,0.0265,0.0183,0.0560,0.0509,0.0042,0.0215,0.0545
0.057096671,0.068101510,0.032050817,0.071438194,0.005460970,0.046744661,0.073407044,0.051521714,0.017439872,0.040092018,0.070526305,0.065003161,0.011046289,0.028382537,0.096732744,0.118265753,0.055107095,0.008662943,0.033936769,0.048982933
0.0642,0.0456,0.0378,0.0450,0.0165,0.0663,0.0615,0.0517,0.0304,0.0341,0.0833,0.0621,0.0138,0.0219,0.0937,0.1326,0.0619,0.0026,0.0133,0.0617
0.047923959,0.057514443,0.039557187,0.078801332,0.013304306,0.045974558,0.066749196,0.049759526,0.019821281,0.065980819,0.079868522,0.068285950,0.020660804,0.059065426,0.069182390,0.050414070,0.041520817,0.004880617,0.052790347,0.067944449
0.0564,0.0863,0.0462,0.0504,0.0266,0.0500,0.0638,0.0818,0.0352,0.0175,0.0886,0.0246,0.0129,0.0335,0.1132,0.0874,0.0498,0.0106,0.0186,0.0464
0.0638,0.1120,0.0165,0.0433,0.0454,0.0255,0.0701,0.0915,0.0222,0.0090,0.1287,0.0453,0.0151,0.0116,0.1223,0.0829,0.0351,0.0179,0.0015,0.0403
0.123816095,0.075853562,0.014070961,0.060444500,0.009617596,0.032720734,0.059524556,0.084927554,0.034247005,0.020510569,0.077672542,0.029939995,0.010140291,0.032825273,0.097430429,0.100106630,0.071546551,0.009178532,0.015053629,0.040372995
0.082433326,0.067241993,0.057798274,0.041742256,0.020989810,0.041081026,0.051457249,0.087604483,0.032705448,0.016649429,0.217256405,0.016988522,0.005103338,0.040741934,0.054831217,0.062392974,0.031213442,0.014258829,0.013072006,0.044438039
0.0960,0.0937,0.0206,0.0612,0.0066,0.0489,0.0765,0.0789,0.0202,0.0241,0.0722,0.0374,0.0116,0.0221,0.1091,0.1008,0.0561,0.0066,0.0114,0.0460
0.0832,0.0725,0.0271,0.0468,0.0199,0.0218,0.0326,0.0860,0.0287,0.0182,0.0999,0.0293,0.0147,0.0436,0.1255,0.1090,0.0462,0.0041,0.0264,0.0644
0.0590,0.0660,0.0297,0.0403,0.0153,0.0606,0.0779,0.0852,0.0331,0.0182,0.0756,0.0473,0.0291,0.0267,0.1272,0.0926,0.0408,0.0095,0.0285,0.0375
0.0866,0.0559,0.0222,0.0523,0.0203,0.0466,0.0849,0.0516,0.0279,0.0304,0.1116,0.0581,0.0210,0.0294,0.0758,0.0889,0.0516,0.0117,0.0252,0.0481
0.0706,0.0444,0.0299,0.0478,0.0014,0.0695,0.1044,0.0378,0.0140,0.0558,0.0496,0.0742,0.0277,0.0316,0.1461,0.0497,0.0427,0.0064,0.0202,0.0762
0.089204199,0.047422441,0.028654087,0.047829500,0.023682145,0.049952025,0.063195999,0.070537609,0.029613584,0.030209636,0.122219638,0.034687291,0.011455819,0.031416277,0.080699561,0.092809583,0.056217835,0.011659349,0.024074666,0.054458756
